"fdc_id","data_type","description","food_category_id","publication_date"
"321575","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321576","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321577","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321578","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321579","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321580","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321581","sub_sample_food","Beans, snap, canned, drained - NFY12120C","11","2019-04-01"
"321582","sample_food","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321583","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321584","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321585","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321586","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321587","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321588","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321589","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321590","sub_sample_food","Beans, snap, canned, drained - NFY12120P","11","2019-04-01"
"321591","sample_food","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321592","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321593","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321594","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321595","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321596","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321597","market_acquisition","BEANS, SNAP, CANNED, DRAINED, GREAT VALUE","11","2019-04-01"
"321598","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321599","sub_sample_food","Beans, snap, canned, drained - NFY121205","11","2019-04-01"
"321600","sub_sample_food","Beans, snap, canned, drained - NFY121206","11","2019-04-01"
"321601","sample_food","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321602","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321603","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321604","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321605","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321606","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321607","market_acquisition","BEANS, SNAP, CANNED, DRAINED, STORE BRAND","11","2019-04-01"
"321608","sub_sample_food","Beans snap canned drained","11","2019-04-01"
"321609","sub_sample_food","Beans, snap, canned, drained - NFY1211ZS","11","2019-04-01"
"321610","sub_sample_food","Beans, snap, canned, drained - NFY1211ZT","11","2019-04-01"
"321611","foundation_food","Beans, snap, green, canned, regular pack, drained solids","11","2019-04-01"
"321612","sample_food","Broccoli, raw (IN1,NY1) - CY0906E","11","2019-04-01"
"321613","market_acquisition","Broccoli, raw, 2 bunches (IN1) - NFY0905DD","11","2019-04-01"
"321614","market_acquisition","Broccoli, raw, 3 bunches (NY1) - NFY0905EV","11","2019-04-01"
"321615","market_acquisition","Broccoli, raw, 3 bunches (IN1) - NFY0905DC","11","2019-04-01"
"321616","sub_sample_food","Moisture, Broccoli, raw (IN1,NY1) - NFY0904J7","11","2019-04-01"
"321617","sub_sample_food","Vitamin C, Broccoli, raw (IN1,NY1) - NFY0904J9","11","2019-04-01"
"321618","sample_food","Broccoli, cooked (IN1,NY1) - CY0906K","11","2019-04-01"
"321619","sub_sample_food","Moisture, Broccoli, cooked (IN1,NY1) - NFY0904KJ","11","2019-04-01"
"321620","sub_sample_food","Vitamin C, Broccoli, cooked (IN1,NY1) - NFY0904KK","11","2019-04-01"
"321621","sample_food","Broccoli, raw (CA2,NC1) - CY0906G","11","2019-04-01"
"321622","market_acquisition","Broccoli, raw, OCEAN MIST, 4 bunches; Product of USA (NC1) - NFY0905IY","11","2019-04-01"
"321623","market_acquisition","Broccoli, raw, OCEAN MIST, 4 bunches; Product of USA (NC1) - NFY0905IX","11","2019-04-01"
"321624","market_acquisition","Broccoli, raw, 7 bunches (CA2) - NFY0905JA","11","2019-04-01"
"321625","market_acquisition","Broccoli, raw, OCEAN MIST, 3 bunches; Product of USA (NC1) - NFY0905IW","11","2019-04-01"
"321626","sub_sample_food","Moisture, Broccoli, raw (CA2,NC1) - NFY0904JN","11","2019-04-01"
"321627","sub_sample_food","Vitamin C, Broccoli, raw (CA2,NC1) - NFY0904JO","11","2019-04-01"
"321628","sample_food","Broccoli, cooked (CA2,NC1) - CY0906M","11","2019-04-01"
"321629","sub_sample_food","Moisture, Broccoli, cooked (CA2,NC1) - NFY0904KZ","11","2019-04-01"
"321630","sub_sample_food","Vitamin C, Broccoli, cooked (CA2,NC1) - NFY0904L0","11","2019-04-01"
"321631","sample_food","Broccoli, raw (AL1,CA1) - CY0906F","11","2019-04-01"
"321632","market_acquisition","Broccoli, raw, 4 bunches; Product of USA (AL1) - NFY0905HL","11","2019-04-01"
"321633","market_acquisition","Broccoli, raw, 4 bunches (CA1) - NFY0905IN","11","2019-04-01"
"321634","market_acquisition","Broccoli, raw, 4 bunches; Product of USA (AL1) - NFY0905HK","11","2019-04-01"
"321635","market_acquisition","Broccoli, raw, 4 bunches (CA1) - NFY0905IM","11","2019-04-01"
"321636","sub_sample_food","Moisture, Broccoli, raw (AL1,CA1) - NFY0904JF","11","2019-04-01"
"321637","sub_sample_food","Vitamin C, Broccoli, raw (AL1,CA1) - NFY0904JG","11","2019-04-01"
"321638","sample_food","Broccoli, cooked (AL1,CA1) - CY0906L","11","2019-04-01"
"321639","sub_sample_food","Moisture, Broccoli, cooked (AL1,CA1) - NFY0904KR","11","2019-04-01"
"321640","sub_sample_food","Vitamin C, Broccoli, cooked (AL1,CA1) - NFY0904KS","11","2019-04-01"
"321641","sample_food","Broccoli, raw (CO2,CT1) - CY0906H","11","2019-04-01"
"321642","market_acquisition","Broccoli, raw, 1 Bunch (CT1) - NFY0905EK","11","2019-04-01"
"321643","market_acquisition","Broccoli, raw, 1 Bunch (CT1) - NFY0905EM","11","2019-04-01"
"321644","market_acquisition","Broccoli, raw, 3 Ct (CO2) - NFY0905F0","11","2019-04-01"
"321645","market_acquisition","Broccoli, raw, 1 Bunch (CT1) - NFY0905EL","11","2019-04-01"
"321646","sub_sample_food","Moisture, Broccoli, raw (CO2,CT1) - NFY0904JV","11","2019-04-01"
"321647","sub_sample_food","Vitamin C, Broccoli, raw (CO2,CT1) - NFY0904JW","11","2019-04-01"
"321648","sample_food","Broccoli, cooked (CO2,CT1) - CY0906N","11","2019-04-01"
"321649","sub_sample_food","Moisture, Broccoli, cooked (CO2,CT1) - NFY0904L7","11","2019-04-01"
"321650","sub_sample_food","Vitamin C, Broccoli, cooked (CO2,CT1) - NFY0904L8","11","2019-04-01"
"321651","sample_food","Broccoli, Region 1, Pure Composite, CY01077","11","2019-04-01"
"321652","market_acquisition","Broccoli, Region 1, AR1, NFY0104US","11","2019-04-01"
"321653","market_acquisition","Broccoli, Region 1, AR1, NFY0104UT","11","2019-04-01"
"321654","market_acquisition","Broccoli, Region 1, AR1, NFY0104UU","11","2019-04-01"
"321655","market_acquisition","Broccoli, Region 1, AR1, NFY0104UV","11","2019-04-01"
"321656","market_acquisition","Broccoli, Region 1, TN2, NFY0104UW","11","2019-04-01"
"321657","market_acquisition","Broccoli, Region 1, TN2, NFY0104UX","11","2019-04-01"
"321658","sub_sample_food","Broccoli, Raw, Region 1, n/a, Yes, Carotenoids - NFY010AGR","11","2019-04-01"
"321659","sub_sample_food","Broccoli, Region 1, n/a, Yes, Vitamin E - NFY010488","11","2019-04-01"
"321660","sub_sample_food","Broccoli, Region 1, n/a, Yes, Proximates - NFY01047M","11","2019-04-01"
"321661","sub_sample_food","Broccoli, Region 1, n/a, Yes, Minerals - NFY01047O","11","2019-04-01"
"321662","sub_sample_food","Broccoli, Region 1, n/a, Yes, Sugar - NFY01047P","11","2019-04-01"
"321663","sub_sample_food","Broccoli, Region 1, n/a, Yes, Fiber - NFY01047T","11","2019-04-01"
"321664","sub_sample_food","Broccoli, Region 1, n/a, Yes, Vitamin C - NFY01047U","11","2019-04-01"
"321665","sub_sample_food","Broccoli, Region 1, n/a, Yes, Thiamin - NFY01047V","11","2019-04-01"
"321666","sub_sample_food","Broccoli, Region 1, n/a, Yes, Riboflavin - NFY01047W","11","2019-04-01"
"321667","sub_sample_food","Broccoli, Region 1, n/a, Yes, Niacin - NFY010481","11","2019-04-01"
"321668","sub_sample_food","Broccoli, Region 1, n/a, Yes, Pantothenic Acid - NFY010482","11","2019-04-01"
"321669","sub_sample_food","Broccoli, Region 1, n/a, Yes, Vitamin B6 - NFY010483","11","2019-04-01"
"321670","sub_sample_food","Broccoli, Region 1, n/a, Yes, Folate - NFY010484","11","2019-04-01"
"321671","sub_sample_food","Broccoli, Region 1, n/a, Yes, Vitamin K - NFY01048A","11","2019-04-01"
"321672","sub_sample_food","Broccoli, Region 1, n/a, Yes, Selenium - NFY01048B","11","2019-04-01"
"321673","sub_sample_food","Broccoli, Region 1, n/a, Yes, Proximates - NFY01048F","11","2019-04-01"
"321674","sample_food","Broccoli, Pass 2, Region 1, Pure Composite, CY010H2","11","2019-04-01"
"321675","market_acquisition","Broccoli, Pass 2, Region 1, AR1, NFY010D0L","11","2019-04-01"
"321676","market_acquisition","Broccoli, Pass 2, Region 1, AR1, NFY010D0M","11","2019-04-01"
"321677","market_acquisition","Broccoli, Pass 2, Region 1, TN2, NFY010D0I","11","2019-04-01"
"321678","market_acquisition","Broccoli, Pass 2, Region 1, TN2, NFY010D0J","11","2019-04-01"
"321679","market_acquisition","Broccoli, Pass 2, Region 1, TN2, NFY010D0K","11","2019-04-01"
"321680","sub_sample_food","Broccoli, Raw, Pass 2, Region 1, n/a, Yes, Carotenoids - NFY010GLR","11","2019-04-01"
"321681","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin K - NFY010CV2","11","2019-04-01"
"321682","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Proximates - NFY010CUE","11","2019-04-01"
"321683","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Minerals - NFY010CUG","11","2019-04-01"
"321684","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Sugar - NFY010CUH","11","2019-04-01"
"321685","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin C - NFY010CUL","11","2019-04-01"
"321686","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Thiamin - NFY010CUM","11","2019-04-01"
"321687","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Riboflavin - NFY010CUN","11","2019-04-01"
"321688","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Niacin - NFY010CUO","11","2019-04-01"
"321689","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Pantothenic Acid - NFY010CUT","11","2019-04-01"
"321690","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Vitamin B6 - NFY010CUU","11","2019-04-01"
"321691","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Folate - NFY010CUV","11","2019-04-01"
"321692","sub_sample_food","Broccoli, Pass 2, Region 1, n/a, Yes, Amino Acids - NFY010CUW","11","2019-04-01"
"321693","sample_food","Broccoli, Region 3, Pure Composite, CY0107A","11","2019-04-01"
"321694","market_acquisition","Broccoli, Region 3, IL2, NFY0104UY","11","2019-04-01"
"321695","market_acquisition","Broccoli, Region 3, IL2, NFY0104UZ","11","2019-04-01"
"321696","market_acquisition","Broccoli, Region 3, TX2, NFY0104V0","11","2019-04-01"
"321697","market_acquisition","Broccoli, Region 3, TX2, NFY0104V1","11","2019-04-01"
"321698","market_acquisition","Broccoli, Region 3, TX3, NFY0104V2","11","2019-04-01"
"321699","market_acquisition","Broccoli, Region 3, TX3, NFY0104V3","11","2019-04-01"
"321700","sub_sample_food","Broccoli, Raw, Region 3, n/a, Yes, Carotenoids - NFY010AH9","11","2019-04-01"
"321701","sub_sample_food","Broccoli, Region 3, n/a, Yes, Vitamin E - NFY0104BI","11","2019-04-01"
"321702","sub_sample_food","Broccoli, Region 3, n/a, Yes, Amino Acids - NFY0104BG","11","2019-04-01"
"321703","sub_sample_food","Broccoli, Region 3, n/a, Yes, Fatty Acids - NFY0104BH","11","2019-04-01"
"321704","sub_sample_food","Broccoli, Region 3, n/a, Yes, Vitamin K - NFY0104BN","11","2019-04-01"
"321705","sub_sample_food","Broccoli, Region 3, n/a, Yes, Selenium - NFY0104BO","11","2019-04-01"
"321706","sub_sample_food","Broccoli, Region 3, n/a, Yes, Proximates - NFY0104BP","11","2019-04-01"
"321707","sub_sample_food","Broccoli, Region 3, n/a, Yes, Vitamin B6 - NFY0104BB","11","2019-04-01"
"321708","sub_sample_food","Broccoli, Region 3, n/a, Yes, Folate - NFY0104BC","11","2019-04-01"
"321709","sub_sample_food","Broccoli, Region 3, n/a, Yes, Proximates - NFY0104AU","11","2019-04-01"
"321710","sub_sample_food","Broccoli, Region 3, n/a, Yes, Minerals - NFY0104AW","11","2019-04-01"
"321711","sub_sample_food","Broccoli, Region 3, n/a, Yes, Sugar - NFY0104AX","11","2019-04-01"
"321712","sub_sample_food","Broccoli, Region 3, n/a, Yes, Fiber - NFY0104B1","11","2019-04-01"
"321713","sub_sample_food","Broccoli, Region 3, n/a, Yes, Vitamin C - NFY0104B2","11","2019-04-01"
"321714","sub_sample_food","Broccoli, Region 3, n/a, Yes, Thiamin - NFY0104B3","11","2019-04-01"
"321715","sub_sample_food","Broccoli, Region 3, n/a, Yes, Riboflavin - NFY0104B4","11","2019-04-01"
"321716","sub_sample_food","Broccoli, Region 3, n/a, Yes, Niacin - NFY0104B9","11","2019-04-01"
"321717","sub_sample_food","Broccoli, Region 3, n/a, Yes, Pantothenic Acid - NFY0104BA","11","2019-04-01"
"321718","sample_food","Broccoli, Region 4, Pure Composite, CY0107C","11","2019-04-01"
